Count,Instrument 1,Instrument 2,Section,,,,,
e,,,,,,,,
&,Snare Drum,Ride Cymbal,,,,,,
a,,,,,,,,
396,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,, ,,,,
a,,,,,,,,
397,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,Bass Drum,Tom-tom,,,,,,
398,,,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,100,,,,
a,,,,,,,,
399,Bass Drum,Tom-tom,,,,,,
e,,,,,,,,
&,,,,,,,,
a,Bass Drum,Tom-tom,,,,,,
400,,,,,,,,
e,,,,,,,,
&,Bass Drum,Tom-tom,,,,,,
a,,,,,,,,
401,Ride Cymbal,,,,,,,
e,,,,,,,,
&,Snare Drum,Ride Cymbal,,,,,,
a,,,,,,,,
402,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,Ride Cymbal,,,101,,,,
,,,,,,,,
,Bass Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,, ,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,Ride Cymbal,,,102,,,,
,,,,,,,,
,Bass Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Snare Drum,Ride Cymbal,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,103,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,, ,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,104,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ride Cymbal,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Bass Drum,Tom-tom,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
